text1,text2,human
"Because today he has gone down and has put to death oxen and fat beasts and sheep in great numbers , and has sent for all the king 's sons to come to him , with the captains of the army and Abiathar the priest ; and they are feasting before him and crying , Long life to King Adonijah !","For he is gone down this day , and has sacrificed oxen and fatted cattle and sheep in abundance , and has invited all the king 's sons , and the captains of the host , and Abiathar the priest ; and behold , they eat and drink before him , and say , God save king Adonijah !",3.333333333333333
"I myself will be the shepherd of my sheep , and I will cause them to lie down , saith the Lord Jehovah .","I myself will be the shepherd of my sheep , and I will cause them to lie down , says the Lord Yahweh .",4.666666666666667
Jehovah hath chastened me sore ; But he hath not given me over unto death .,Jah hath chastened me sore ; but he hath not given me over unto death .,4.666666666666667
"He will deliver thee in six troubles ; Yea , in seven there shall no evil touch thee .","In six distresses He delivereth thee , And in seven evil striketh not on thee .",3.6666666666666665
"Forasmuch as this people have refused the waters of Shiloah that go softly , and rejoice in Rezin and Remaliah 's son ;","Forasmuch as this people hath cast away the waters of Siloe , that go with silence , and hath rather taken Basin , and the son of Romelia :",4.0
"For what advantage hath the wise above the fool ? what hath the poor , that knoweth to walk before the living ?",For what advantage to the wise above the fool ? What to the poor who knoweth to walk before the living ?,4.0
"Those that are near , and those that are far from thee , shall mock thee , who art infamous full of tumult .","Those that are near , and those that are far from thee , shall triumph over thee : thou filthy one , infamous , great in destruction .",2.6666666666666665
"The iron-worker is heating the metal in the fire , giving it form with his hammers , and working on it with his strong arm : then for need of food his strength gives way , and for need of water he becomes feeble .","He hath wrought iron an axe , And hath wrought with coals , And with hammers doth form it , And doth work it by his powerful arm , Yea , he is hungry , and there is no power , He doth not drink water , and he is wearied .",3.0
"And Jesus answered and said unto them , I also will ask you one question , which if ye tell me , I likewise will tell you by what authority I do these things .","And Jesus said to them in answer , I will put one question to you , and if you give me the answer , I will say by what authority I do these things .",3.333333333333333
"Then a breach was made in the city , and all the men of war fled , and went forth out of the city by night by the way of the gate between the two walls , which was by the king 's garden ( now the Chaldeans were against the city round about ) ; and they went toward the Arabah .","then is the city broken up , and all the men of war flee , and go forth from the city by night , the way of the gate between the two walls , that by the king 's garden -- and the Chaldeans by the city round about -- and they go the way of the plain .",3.333333333333333
"But if he will not give ear to you , take with you one or two more , that by the lips of two or three witnesses every word may be made certain .","and if he may not hear , take with thee yet one or two , that by the mouth of two witnesses or three every word may stand .",1.6666666666666667
"And Mordecai walked every day before the court of the women 's house , to know how Esther did , and what would become of her .","Mordecai walked every day in front of the court of the women 's house , to find out how Esther was doing , and what would become of her .",3.333333333333333
"And they took counsel , and bought with them the potter 's field , to bury strangers in .","They took counsel , and bought the potter 's field with them , to bury strangers in .",4.0
"The king of Israel said to Jehoshaphat , `` I will disguise myself , and go into the battle ; but you put on your robes . '' So the king of Israel disguised himself ; and they went into the battle .","and the king of Israel saith unto Jehoshaphat to disguise himself , and to go into battle , `And thou , put on thy garments . ' And the king of Israel disguiseth himself , and they go into battle .",2.333333333333333
"And he said unto me , Yet again thou shalt see great abominations which they do .","And he said to me : If thou turn thee again , thou shalt see greater abominations which these commit .",3.6666666666666665
"It was found written that Mordecai had told of Bigthana and Teresh , two of the king 's eunuchs , who were doorkeepers , who had tried to lay hands on the King Ahasuerus .","They came to that place where it was written , how Mardochai had discovered the treason of Bagathan and Thares the eunuchs , who sought to kill king Assuerus .",1.6666666666666667
"He summoned the multitude , and said to them , `` Hear , and understand .","And having called to the crowd , he said to them , Hear and understand :",3.6666666666666665
"when I remember you on my bed , and think about you in the night watches .","They will shoot at him on a sudden , and will not fear : they are resolute in wickedness . They have talked of hiding snares ; they have said : Who shall see them ?",2.6666666666666665
"Yes , can any understand the spreading of the clouds , and the thunderings of his pavilion ?","And who has knowledge of how the clouds are stretched out , or of the thunders of his tent ?",3.0
"As many as do n't receive you , when you depart from that city , shake off even the dust from your feet for a testimony against them . ''","And if any people will not take you in , when you go away from that town , put off its dust from your feet for a witness against them .",3.6666666666666665
"a wild donkey used to the wilderness , that sniffs the wind in her craving . When she is in heat , who can turn her away ? All those who seek her will not weary themselves . In her month , they will find her .","вЂ”a wild ass , used to the wilderness , that snuffeth up the wind in her desire ! In her ardour , who shall turn her away ? All they that seek her will not weary themselves ; in her month they shall find her .",3.333333333333333
"And he shall be in their eyes as one consulting the oracle in vain , and imitating the leisure of sabbaths : but he will call to remembrance the iniquity that they may be taken .","And it hath been to them as a false divination in their eyes , Who have sworn oaths to them , And he is causing iniquity to be remembered to be caught .",2.6666666666666665
"I must needs glory , though it is not expedient ; but I will come to visions and revelations of the Lord .","To boast , really , is not profitable for me , for I will come to visions and revelations of the Lord .",3.6666666666666665
So all the generations from Abraham unto David are fourteen generations ; and from David unto the carrying away to Babylon fourteen generations ; and from the carrying away to Babylon unto the Christ fourteen generations .,"All the generations , therefore , from Abraham unto David fourteen generations , and from David unto the Babylonian removal fourteen generations , and from the Babylonian removal unto the Christ , fourteen generations .",2.333333333333333
"And David said to God , Is it not I that commanded the people to be numbered ? It is I that have sinned and done evil ; but these sheep , what have they done ? Let thy hand , I pray thee , Jehovah my God , be on me and on my father 's house ; but not on thy people , that they should be smitten .","And David saith unto God , `Did not I -- I say to number the people ? Yea , I it who have sinned , and done great evil : and these , the flock , what did they ? O Jehovah , my God , let , I pray Thee , Thy hand be on me , and on the house of my father , and not on Thy people -- to be plagued . '",4.333333333333333
"you shall not be afraid of them . You shall remember well what Yahweh your God did to Pharaoh , and to all Egypt ;","fear them not ; remember well what Jehovah thy God did unto Pharaoh , and unto all the Egyptians ;",3.0
"Therefore , my brothers , when you come together to eat , wait for one another .","So then , my brothers , when you come together to the holy meal of the Lord , let there be waiting for one another .",3.0
"Bless Jehovah , all ye his hosts , Ye ministers of his , that do his pleasure .","The young lions roaring after their prey , and seeking their meat from God .",2.0
"In the same day both Abraham and Ishmael , his son , were circumcised .","Abraham and Ishmael , his son , underwent circumcision on that very day .",2.6666666666666665
How is it that the mother of my Lord comes to me ?,"And whence this to me , that the mother of my Lord should come to me ?",3.6666666666666665
"The king stood by the pillar , and made a covenant before Yahweh , to walk after Yahweh , and to keep his commandments , his testimonies , and his statutes , with all his heart , and all his soul , to confirm the words of this covenant that were written in this book ; and all the people agreed to the covenant .","And the king stood on the dais , and made a covenant before Jehovah , to walk after Jehovah , and to keep his commandments and his testimonies and his statutes with all heart , and with all soul , to establish the words of this covenant that are written in this book . And all the people stood to the covenant .",4.0
"Happy are you , O Israel : who is like you , a people whose saviour is the Lord , whose help is your cover , whose sword is your strength ! All those who are against you will put themselves under your rule , and your feet will be planted on their high places .","Happy art thou , Israel ! Who is like unto thee , a people saved by Jehovah , The shield of thy help , And the sword of thine excellency ? And thine enemies shall come cringing to thee ; And thou shalt tread upon their high places .",3.333333333333333
"Because he loved your fathers , therefore he chose their offspring after them , and brought you out with his presence , with his great power , out of Egypt ;","And because of his love for your fathers , he took their seed and made it his , and he himself , present among you , took you out of Egypt by his great power ;",3.6666666666666665
"But thou , O Jehovah , art on high for evermore .","And Thou high to the age , O Jehovah .",3.333333333333333
"As for the likeness of the living creatures , their appearance was like burning coals of fire , like the appearance of torches : the fire went up and down among the living creatures ; and the fire was bright , and out of the fire went forth lightning .","And as for the likeness of the living creatures , their appearance was like that of burning coals of fire , and like the appearance of lamps . This was the vision running to and fro in the midst of the living creatures , a bright fire , and lightning going forth from the fire .",4.666666666666667
"Speak unto Rehoboam , the son of Solomon , king of Judah , and unto all the house of Judah and Benjamin , and to the remainder of the people , saying ,","Speak to Roboam the son of Solomon , the king of Juda , and to all the house of Juda , and Benjamin , and the rest of the people , saying :",3.6666666666666665
"For the length of the chambers that were in the outer court was fifty cubits : and , lo , before the temple were a hundred cubits .","For the length of the chambers of the outward court was fifty cubits : and the length before the face of the temple , a hundred cubits .",4.333333333333333
"`` I have struck your children in vain . They received no correction . Your own sword has devoured your prophets , like a destroying lion .","In vain I have smitten your sons , Instruction they have not accepted , Devoured hath your sword your prophets , As a destroying lion .",1.3333333333333333
"And Jacob rose up from Beer-sheba : and the sons of Israel carried Jacob their father , and their little ones , and their wives , in the wagons which Pharaoh had sent to carry him .","And Jacob rose up from Beer-sheba ; and the sons of Israel carried Jacob their father , and their little ones , and their wives , on the waggons that Pharaoh had sent to carry him .",4.333333333333333
"`` Go inquire of Yahweh for me , and for the people , and for all Judah , concerning the words of this book that is found ; for great is Yahweh 's wrath that is kindled against us , because our fathers have not listened to the words of this book , to do according to all that which is written concerning us . ''","Go , inquire of Jehovah for me , and for the people , and for all Judah , concerning the words of this book which is found ; for great is the wrath of Jehovah that is kindled against us , because our fathers have not hearkened to the words of this book , to do according to all that is written for us .",4.666666666666667
"Thy congregation dwelt therein : Thou , O God , didst prepare of thy goodness for the poor .","Thy company have dwelt in it , Thou preparest in Thy goodness for the poor , O God .",3.333333333333333
"The word of the Lord which came to Joel , the son of Pethuel .","`And I send messengers from the wilderness of Kedemoth , unto Sihon king of Heshbon , -- words of peace -- saying ,",2.6666666666666665
"And Ibneiah , the son of Jeroham , and Elah , the son of Uzzi , the son of Michri , and Meshullam , the son of Shephatiah , the son of Reuel , the son of Ibnijah ;","We would have cured Babylon , but she is not healed : let us forsake her , and let us go every man to his own land : because her judgment hath reached even to the heavens , and is lifted up to the clouds .",2.6666666666666665
"When therefore he was gone out , Jesus saith , Now is the Son of man glorified , and God is glorified in him ;","Jehovah bringeth on thee , and on thy people , And on the house of thy father , Days that have not come , Even from the day of the turning aside of Ephraim from Judah , By the king of Asshur .",1.6666666666666667
"When the child was grown , one day he went out to his father to the reapers .",These were the settings forward of the children of Israel according to their hosts : so did they set forward .,2.333333333333333
"And the lord of that servant , being moved with compassion , released him , and forgave him the debt .","He hath turned against me terrors , It pursueth as the wind mine abundance , And as a thick cloud , Hath my safety passed away .",2.6666666666666665
"Adam , Seth , Enosh ,","all the days that the plague in him he is unclean ; he unclean , alone he doth dwell , at the outside of the camp his dwelling .",2.333333333333333
"And he sent Eliakim , who was over the household , and Shebna the scribe , and the elders of the priests , covered with sackcloth , unto Isaiah the prophet the son of Amoz .","And a certain man came from Baalsalisa bringing to the man of God bread of the firstfruits , twenty leaves of barley , and new corn in his scrip . And he said : Give to the people , that they may eat .",2.0
And there was great weeping in all the country when all the people went through ; and the king himself was waiting in the Kidron valley and all the people went by him in the direction of the olive-tree on the edge of the waste land .,"that through two immutable things , in which [ it is ] impossible for God to lie , a strong comfort we may have who did flee for refuge to lay hold on the hope set before ,",2.6666666666666665
"Jesus answered them , `` Destroy this temple , and in three days I will raise it up . ''","`And Jehovah hath made thee abundant in good , in the fruit of the womb , and in the fruit of thy cattle , and in the fruit of thy ground , on the ground which Jehovah hath sworn to thy fathers to give to thee .",2.0
"having become by so much better than the angels , as he hath inherited a more excellent name than they .","Likewise when all the Jews who were in Moab , and among the children of Ammon , and in Edom , and who were in all the countries , heard that the king of Babylon had left a remnant of Judah , and that he had set over them Gedaliah the son of Ahikam , the son of Shaphan ;",1.3333333333333333
"Up ! and let the grain be crushed , O daughter of Zion , for I will make your horn iron and your feet brass , and a number of peoples will be broken by you , and you will give up their increase to the Lord and their wealth to the Lord of all the earth .","I pray you to stay here this night also , that I may know what the Lord will answer me once more .",1.6666666666666667
"Jesus therefore went up into a mountain , and there he sat with his disciples .","My soul is sent far away from peace , I have no more memory of good .",2.0
"And Job again took up his parable , and said ,","On the next day , when he departed , he took out two denarii , and gave them to the host , and said to him , 'Take care of him . Whatever you spend beyond that , I will repay you when I return . '",3.333333333333333
On the eighth day ye shall have a solemn assembly : no manner of servile work shall ye do .,Let your modesty be known to all men . The Lord is nigh .,2.6666666666666665
Give thought to what I say ; for the Lord will give you wisdom in all things .,"And indeed all the prophets from Samuel and those in succession after , as many as have spoken , have announced also these days .",2.0
"The garment also that the plague of leprosy is in , whether it be a woollen garment , or a linen garment ;","Your heart was lifted up because of your beauty ; you have corrupted your wisdom by reason of your brightness : I have cast you to the ground ; I have laid you before kings , that they may see you .",2.333333333333333
"For those of us who have belief come into his rest ; even as he has said , As I said in my oath when I was angry , They may not come into my rest : though the works were done from the time of the making of the world .","For he saith to the snow , Fall on the earth ! and to the pouring rain , even the pouring rains of his might .",2.6666666666666665
"and for a sacrifice of peace-offering , two oxen , five rams , five he-goats , five yearling lambs . This was the offering of Elishama the son of Ammihud .","And departing from thence he went to the inhabitants of Dabir , the ancient name of which was Cariath-Sepher , that is , the city of letters .",2.6666666666666665
"I was eyes to the blind , And feet was I to the lame .","He rebuketh the sea , and drieth it up : and bringeth all the rivers to be a desert . Basan languisheth and Carmel : and the flower of Libanus fadeth away .",2.6666666666666665
"then hear thou in the heavens , and do , and judge thy servants , condemning the wicked , to bring his way upon his own head ; and justifying the righteous , giving him according to his righteousness .","who are devouring the widows ' houses , and for a pretense are making long prayers ; these shall receive more abundant judgment . '",3.333333333333333
"And when he had put it to rest , he said to his sons , When I am dead , then you are to put my body into the earth with the body of this man of God , and put me by his bones so that my bones may be kept safe with his bones .","And there were offered of brass also seventy-two thousand talents , and four hundred sicles besides .",1.6666666666666667
"By faith Enoch was translated that he should not see death ; and he was not found , because God translated him : for he hath had witness borne to him that before his translation he had been well-pleasing unto God :","And it cometh to pass , at the king 's hearing the words of the book of the law , that he rendeth his garments ,",2.0
"And , masters , do the same things towards them , giving up threatening , knowing that both their and your Master is in heaven , and there is no acceptance of persons with him .","Be not negligent of the gift [ that is ] in thee , which has been given to thee through prophecy , with imposition of the hands of the elderhood .",2.6666666666666665
"He who does n't love me does n't keep my words . The word which you hear is n't mine , but the Father 's who sent me .","And they shall teach my people the difference between holy and profane , and shew them how to discern between clean and unclean .",2.333333333333333
"Truly , I will not come into my house , or go to my bed ,","And I became great , and increased above every one who had been before me in Jerusalem ; also , my wisdom stood with me .",2.6666666666666665
"and they beckoned unto their partners in the other boat , that they should come and help them . And they came , and filled both the boats , so that they began to sink .","And David said to the Gibeonites , What shall I do for you ? and with what shall I make atonement , that ye may bless the inheritance of Jehovah ?",2.6666666666666665
"For then you will delight yourself in the Almighty , and shall lift up your face to God .","And there came to my ears the number of those who had the mark on their brows , a hundred and forty-four thousand , who were marked out of every tribe of the people of Israel .",2.6666666666666665
"For in the past we were foolish , hard in heart , turned from the true way , servants of evil desires and pleasures , living in bad feeling and envy , hated and hating one another .","and those harassed by unclean spirits , and they were healed ,",2.6666666666666665
In the thirty and eighth year of Azariah king of Judah did Zechariah the son of Jeroboam reign over Israel in Samaria six months .,"For who has known mind of Lord , or who has been his counsellor ?",3.333333333333333
"He laid his hands on her , and immediately she stood up straight , and glorified God .","and Moses saith unto Aaron , `Take the censer , and put on it fire from off the altar , and place perfume , and go , hasten unto the company , and make atonement for them , for the wrath hath gone out from the presence of Jehovah -- the plague hath begun . '",2.6666666666666665
"When you go , your steps will not be hampered . When you run , you will not stumble .","But if the priest look , and behold , the sore hath become pale after the washing of it , then he shall rend it from the garment , or from the skin , or from the warp , or from the woof .",2.0
"I saw in the night a man on a red horse , between the mountains in the valley , and at his back were horses , red , black , white , and of mixed colours .","That thou shouldst inquire after my iniquity , and search after my sin ?",3.0
"And now , if indeed I have found grace in thine eyes , make me now to know thy way , that I may know thee , that I may find grace in thine eyes ; and consider that this nation is thy people !","And when they had bound him with thongs , Paul saith to the centurion that stood by him : Is it lawful for you to scourge a man that is a Roman , and uncondemned ?",3.0
"These are the sons of Leah , whom she bare unto Jacob in Paddan-aram , with his daughter Dinah : all the souls of his sons and his daughters were thirty and three .","It is I that brought you up out of the land of Egypt , and I led you forty years through the wilderness , that you might possess the land of the Amorrhite .",2.333333333333333
"Do n't turn aside to go after vain things which ca n't profit or deliver , for they are vain .","they made , therefore , to him a supper there , and Martha was ministering , and Lazarus was one of those reclining together ( at meat ) with him ;",1.6666666666666667
"Please go make yet more sure , and know and see his place where his haunt is , and who has seen him there ; for I have been told that he deals very crafty .","Also with plentiful moisture he loadeth the thick clouds , his light dispels the cloud ;",2.333333333333333
"And the way before them was like the appearance of the way of the chambers which were toward the north ; according to their length so was their breadth : and all their egresses were both according to their fashions , and according to their doors .","And Joshua writeth these words in the Book of the Law of God , and taketh a great stone , and raiseth it up there under the oak which in the sanctuary of Jehovah .",1.0
"Who is this who comes up from the wilderness , leaning on her beloved ? Under the apple tree I aroused you . There your mother conceived you . There she was in labor and bore you .","For if after having escaped the pollutions of the world through knowledge of the Lord and Saviour Jesus Christ , again entangled , they are subdued by these , their last state is worse than the first .",2.333333333333333
"`` Now , our God , what shall we say after this ? For we have forsaken your commandments ,","Ye do not add to the word which I am commanding you , nor diminish from it , to keep the commands of Jehovah your God which I am commanding you .",2.6666666666666665
"And when ye shall hear of wars and tumults , be not terrified : for these things must needs come to pass first ; but the end is not immediately .","The disciples therefore went away again unto their own friends ,",1.3333333333333333
"And when Israel had sown , Madian and Amalec , and the rest of the eastern nations came up :","or all that concerning which he sweareth falsely , he hath even repaid it in its principal , and its fifth he is adding to it ; to him whose it he giveth it in the day of his guilt-offering .",1.0
Now Abraham was old and far on in years : and the Lord had given him everything in full measure .,"I now rejoice in my sufferings for you , and do fill up the things lacking of the tribulations of the Christ in my flesh for his body , which is the assembly ,",2.333333333333333
"and to the kings that were on the north , in the hill-country , and in the Arabah south of Chinneroth , and in the lowland , and in the heights of Dor on the west ,","There princes of the north , All of them , and every Zidonian , Who have gone down with the pierced in their terror , Of their might they are ashamed , And they lie uncircumcised with the pierced of the sword , And they bear their shame with those going down to the pit .",2.333333333333333
"that it might be fulfilled which was spoken through Isaiah the prophet , saying ,","and for the sons of Kohath who are left , out of the families of the tribe of Ephraim , and out of the tribe of Dan , and out of the half of the tribe of Manasseh , by lot ten cities :",2.0
Wounds and dishonor shall he get ; And his reproach shall not be wiped away .,"Also of the ram shalt thou take the fat , and the fat-tail , and the fat that covereth the inwards , and the net of the liver , and the two kidneys , and the fat that is upon them , and the right shoulderвЂ”for it is a ram of consecrationвЂ”",2.6666666666666665
"And he said : Thou shalt glory no more , O virgin daughter of Sidon , who art oppressed : arise and sail over to Cethim , there also thou shalt have no , rest .","Who hath measured the waters in the hollow of his hand , and meted out the heavens with span , and grasped the dust of the earth in a measure , and weighed the mountains in a balance , and the hills in scales ?",1.6666666666666667
"And I saw another beast coming up out of the earth ; and he had two horns like unto a lamb , and he spake as a dragon .","He said to his servant , `` Go up now , and look toward the sea . '' He went up , and looked , and said , `` There is nothing . '' He said , `` Go again '' seven times .",4.333333333333333
"all the kingdom of Og in Bashan , who reigned in Ashtaroth and in Edrei ( the same was left of the remnant of the Rephaim ) ; for these did Moses smite , and drove them out .","he is not here , for he rose , as he said ; come , see the place where the Lord was lying ;",1.6666666666666667
"He said to them , `` No , but you have come to see the nakedness of the land ! ''","And on the eighth day let her get two doves or two young pigeons and take them to the priest to the door of the Tent of meeting ,",4.0
"For I was tricked and put to death by sin , which took its chance through the law .","for , seeing in the wisdom of God the world through the wisdom knew not God , it did please God through the foolishness of the preaching to save those believing .",2.6666666666666665
This is the service of the families of the sons of the Gershonites in the tent of meeting : and their charge shall be under the hand of Ithamar the son of Aaron the priest .,"For my name 's sake I will remove my wrath far off : and for my praise I will bridle thee , lest thou shouldst perish .",3.333333333333333
"And the sons of Elpaal : Eber , and Misham , and Shemed , who built Ono and Lod , with the towns thereof ;","And king Cyrus brought forth the vessels of the house of Jehovah , which Nebuchadnezzar had brought forth out of Jerusalem and had put in the house of his god .",4.0
"That he might make them free who were under the law , and that we might be given the place of sons .","He left not any of the stock of the Enacims , in the land of the children of Israel : except the cities of Gaza , and Geth , and Azotus , in which alone they were left .",2.0
And let Aaron 's name be placed on the rod of Levi : for there is to be one rod for the head of every family .,"and they , having gone away , found as he hath said to them , and they made ready the passover .",4.0
"Shall any one teach God knowledge , who judgeth those that are high ?",Your carcasses shall lie in the wilderness .,1.0
"And if any one say anything to you , ye shall say , The Lord has need of them , and straightway he will send them .","And as they are coming forth , lo , they brought to him a man dumb , a demoniac ,",4.0
"Yahweh spoke to Moses , saying ,","they say to him , `Teacher , this woman was taken in the very crime -- committing adultery ,",1.6666666666666667
"And David said to Gad , This is a hard decision for me to make : let us come into the hands of the Lord , for great are his mercies : let me not come into the hands of men .","And it shall be our righteousness if we take heed to do all these commandments before Jehovah our God , as he hath commanded us .",3.0
"вЂ”therefore , ye shepherds , hear the word of Jehovah .","And he goeth thence unto the inhabitants of Debir ( and the name of Debir formerly Kirjath-Sepher ) ,",1.6666666666666667
"But love your enemies , and do them good , and lend , never despairing ; and your reward shall be great , and ye shall be sons of the Most High : for he is kind toward the unthankful and evil .","[ Nun . ] A lamp to my foot Thy word , And a light to my path .",2.333333333333333
"What wilt thou that I shall do to thee ? And he said , Lord , that I may see .","Here is my Father 's glory , in that you give much fruit and so are my true disciples .",1.6666666666666667
"The mighty men of the armies also include Asahel the brother of Joab , Elhanan the son of Dodo of Bethlehem ,",For you have taken away my silver and my gold : and my desirable and most beautiful things you have carried into your temples .,2.333333333333333
"Jehovah hath done great things for us , Whereof we are glad .","The son of Amarias , the son of Azarias , the son of Maraioth ,",1.3333333333333333
"So you are to make the Levites separate from the children of Israel , and the Levites will be mine .","and Sarah seeth the son of Hagar the Egyptian , whom she hath borne to Abraham , mocking ,",2.6666666666666665
"See , the nations are to him like a drop hanging from a bucket , and like the small dust in the scales : he takes up the islands like small dust .","For fear of the great body of people , or for fear that families might make sport of me , so that I kept quiet , and did not go out of my door ;",3.6666666666666665
So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw .,"Then king Darius wrote unto all peoples , nations , and languages , that dwell in all the earth : Peace be multiplied unto you .",3.0
`` I came to throw fire on the earth . I wish it were already kindled .,"For you are clearly a letter of Christ , the fruit of our work , recorded not with ink , but with the Spirit of the living God ; not in stone , but in hearts of flesh .",1.6666666666666667
"And after Abimelech there arose to save Israel Tola the son of Puah , the son of Dodo , a man of Issachar ; and he dwelt in Shamir in the hill-country of Ephraim .","And standing behind at his feet , she began to wash his feet , with tears , and wiped them with the hairs of her head , and kissed his feet , and anointed them with the ointment .",3.0
"Moreover in Jerusalem Jehoshaphat appointed Levites and priests , and of the heads of the fathers ' households of Israel , for the judgment of Yahweh , and for controversies . They returned to Jerusalem .","Went out by a postern door . And the king 's servants going in , saw the doors of the parlour shut , and they said : Perhaps he is easing nature in his summer parlour .",3.0
In the first chariot were red horses ; in the second chariot black horses ;,"And it cometh to pass in the morning , when the wine is gone out from Nabal , that his wife declareth to him these things , and his heart dieth within him , and he hath been as a stone .",1.3333333333333333
Now may the Lord our God be with us as he was with our fathers ; let him never go away from us or give us up ;,And to Machir I have given Gilead .,1.6666666666666667
"and the father of circumcision to them who not only are of the circumcision , but who also walk in the steps of that faith of our father Abraham which he had in uncircumcision .","And of the sons of Zattu , Elioenai , Eliashib , Mattaniah , and Jeremoth and Zabad and Aziza .",1.3333333333333333
"then all the Jews returned out of all places whither they were driven , and came to the land of Judah , to Gedaliah , unto Mizpah , and gathered wine and summer fruits very much .","For such serve not our Lord Christ , but their own belly , and by good words and fair speeches deceive the hearts of the unsuspecting .",1.0
"And when they measured it with an omer , he that gathered much had nothing over , and he that gathered little had no lack ; they gathered every man according to his eating .","They therefore , having been set on their way by the assembly , passed through Phoenicia and Samaria , relating the conversion of [ those of ] the nations . And they caused great joy to all the brethren .",2.333333333333333
"Whoever speaks a word against the Son of Man , it will be forgiven him ; but whoever speaks against the Holy Spirit , it will not be forgiven him , neither in this age , nor in that which is to come .","And the man that stood among the myrtle trees answered , and said : These are they , whom the Lord hath sent to walk through the earth .",1.6666666666666667
"Of the sons of Hashum , Mattenai , Mattattah , Zabad , Eliphelet , Jeremai , Manasseh , Shimei .","And Isaiah the prophet cometh in unto king Hezekiah , and saith unto him , `What said these men ? and whence come they unto thee ? ' And Hezekiah saith , `From a land afar off they have come unto me -- from Babylon . '",2.0
"When the multitudes heard it , they were astonished at his teaching .","And also , because the wine treacherous , A man is haughty , and remaineth not at home , Who hath enlarged as sheol his soul , And is as death that is not satisfied , And doth gather unto itself all the nations , And doth assemble unto itself all the peoples ,",2.333333333333333
Let love be without hypocrisy . Abhor that which is evil ; cleave to that which is good .,"But which of you having a servant ploughing , or feeding cattle , will say to him , when he is come from the field : Immediately go , sit down to meat :",1.6666666666666667
"For he hath oppressed and forsaken the poor ; He hath violently taken away a house , and he shall not build it up .","And being requested by them to be there for a longer time , he said , No ;",3.333333333333333
"Now the rest of the acts of Rehoboam , and all he did , are they not recorded in the book of the history of the kings of Judah ?","Look unto me , and be ye saved , all the ends of the earth : for I God , and there is none else .",3.6666666666666665
"having condemnation , because they have rejected their first pledge .","And if a man strike the eye of his bondman or the eye of his handmaid , and it be marred , he shall let him go for his eye .",1.0
"Howbeit the people that dwell in the land are strong , and the cities are fortified , and very great : and moreover we saw the children of Anak there .","The Lord takes pleasure in his worshippers , and in those whose hope is in his mercy .",2.333333333333333
"He that hath blameless hands and a pure heart ; who lifteth not up his soul unto vanity , nor sweareth deceitfully :","Having eyes , do you not see ? and having ears , have you no hearing ? and have you no memory ?",1.3333333333333333
"Gather yourselves together , yes , gather together , you nation that has no shame ,","Turn to me , O Lord , and deliver my soul : O save me for thy mercy 's sake .",2.333333333333333
"And Jonathan spake good of David unto Saul his father , and said unto him , Let not the king sin against his servant , against David ; because he hath not sinned against thee , and because his works have been to thee-ward very good :","`They , therefore , having come together -- I , making no delay , on the succeeding having sat upon the tribunal , did command the man to be brought ,",1.6666666666666667
"And having sent into Macedonia two of them that ministered unto him , Timothy and Erastus , he himself stayed in Asia for a while .","And he maketh them to skip like a calf , Lebanon and Sirion like a young buffalo .",1.6666666666666667
He was preaching in the synagogues of Galilee .,"But I have heard of you , that you can give interpretations , and dissolve doubts ; now if you can read the writing , and make known to me its interpretation , you shall be clothed with purple , and have a chain of gold about your neck , and shall be the third ruler in the kingdom .",2.333333333333333
"They shall dwell in the land that I have given to Jacob my servant , in which your fathers lived ; and they shall dwell therein , they , and their children , and their children 's children , forever : and David my servant shall be their prince for ever .","And I encamped , O babbler , against thee , And I laid siege against thee -- a camp . And I raised up against thee bulwarks .",2.0
"Is not thy fear of God thy confidence , And the integrity of thy ways thy hope ?","Uriah the Hittite , Zabad son of Ahlai ,",2.333333333333333
"If he offers a lamb for his offering , then he shall offer it before Yahweh ;","Salute all those leading you , and all the saints ; salute you doth those from Italy :",2.333333333333333
For what have I to do with also judging those who are outside ? Do n't you judge those who are within ?,"This is the law of consecration . When the days which he had determined by vow shall be expired , he shall bring him to the door of the tabernacle of the covenant ,",1.6666666666666667
"And he said unto his lad , Run , find now the arrows which I shoot . And as the lad ran , he shot an arrow beyond him .",but in his own time revealed his word in the message with which I was entrusted according to the commandment of God our Savior ;,1.6666666666666667
"And that when I come again , my God may put me to shame among you , and I may have grief for those who have done wrong before and have had no regret for their unclean ways , and for the evil desires of the flesh to which they have given way .","`Thy reign come : Thy will come to pass , as in heaven also on the earth .",1.3333333333333333
"For I am conscious of my thoughts about you , says the Lord , thoughts of peace and not of evil , to give you hope at the end .","Incline not my heart to any evil thing , to practise deeds of wickedness with men that are workers of iniquity ; and let me not eat of their dainties .",2.0
Let Yahweh 's glory endure forever . Let Yahweh rejoice in his works .,So Joshua made stone knives and gave the children of Israel circumcision at Gibeath-ha-araloth .,2.6666666666666665
"But the following night the Lord stood by him , and said , Be of good courage ; for as thou hast testified the things concerning me at Jerusalem , so thou must bear witness at Rome also .","For Yahweh has called you as a wife forsaken and grieved in spirit , even a wife of youth , when she is cast off , '' says your God .",2.6666666666666665
"It were well for him if a millstone were hanged about his neck , and he were thrown into the sea , rather than that he should cause one of these little ones to stumble .","What I am saying is for wise men , do you be the judges of it .",1.6666666666666667
But I have trusted in thy lovingkindness ; My heart shall rejoice in thy salvation .,"Of clean beasts , and of beasts that are not clean , and of fowl , and of everything that creeps on the ground ,",1.0
